task_id,task_type,assigned_to,asset_type,location,priority,scheduled_time,start_time,completion_time,status,delay_reason,feedback_score,was_missed,expected_duration,actual_duration,technician_experience,asset_age,day_of_week,is_weekend,prev_misses_by_person,prev_misses_by_asset
TASK_01917,Plumbing,Tech_05,Generator,Building A - Floor 1,High,2025-02-11 11:00:22.960462,2025-02-11 11:23:22.960462,2025-02-11 13:57:22.960462,Completed,,3.0,False,137,154.0,8,6,Tuesday,False,0,0
TASK_01918,Inspection,Tech_05,Fire Alarm,Building A - Floor 2,Low,2025-01-21 11:00:22.960462,2025-01-21 11:20:22.960462,,In Progress,,,False,80,,10,3,Tuesday,False,2,11
TASK_01919,HVAC Repair,Tech_05,Fire Alarm,Building A - Floor 1,Low,2025-03-14 11:00:22.960462,2025-03-14 11:22:22.960462,2025-03-14 13:21:22.960462,Completed,,4.0,False,128,119.0,5,1,Friday,False,9,2
TASK_01920,Inspection,Tech_02,Pump,Warehouse,Medium,2025-03-15 11:00:22.960462,2025-03-15 11:02:22.960462,2025-03-15 13:04:22.960462,Completed,,3.0,False,87,122.0,6,7,Saturday,True,9,6
TASK_01921,Cleaning,Tech_05,AC Unit,Warehouse,Low,2025-03-11 11:00:22.960462,2025-03-11 11:12:22.960462,,In Progress,,,False,133,,4,10,Tuesday,False,8,14
TASK_01922,Plumbing,Tech_05,Light Fixture,Warehouse,Low,2025-01-21 11:00:22.960462,2025-01-21 10:59:22.960462,,Missed,Access Denied,,True,44,,6,3,Tuesday,False,2,6
TASK_01923,Cleaning,Tech_02,Generator,Lobby,Medium,2025-03-12 11:00:22.960462,2025-03-12 10:57:22.960462,,Missed,,,True,106,,5,8,Wednesday,False,0,14
TASK_01924,Inspection,Tech_05,Fire Alarm,Building B - Floor 1,Low,2025-02-03 11:00:22.960462,2025-02-03 11:19:22.960462,2025-02-03 13:09:22.960462,Completed,,3.0,False,91,110.0,9,5,Monday,False,6,13
TASK_01925,HVAC Repair,Tech_04,Generator,Warehouse,High,2025-02-03 11:00:22.960462,2025-02-03 11:14:22.960462,,Missed,Weather Delay,,True,50,,10,3,Monday,False,3,8
TASK_01926,Plumbing,Tech_02,Generator,Building A - Floor 2,Low,2025-03-15 11:00:22.960462,,,Scheduled,,,False,69,,4,2,Saturday,True,1,13
TASK_01927,HVAC Repair,Tech_04,Fire Alarm,Building B - Floor 1,High,2025-01-23 11:00:22.960462,2025-01-23 11:30:22.960462,2025-01-23 13:00:22.960462,Completed,,4.0,False,92,90.0,6,9,Thursday,False,5,15
TASK_01928,Plumbing,Tech_02,AC Unit,Lobby,Low,2025-02-25 11:00:22.960462,2025-02-25 10:56:22.960462,2025-02-25 12:31:22.960462,Completed,,4.0,False,62,95.0,6,8,Tuesday,False,5,5
TASK_01929,Plumbing,Tech_04,Fire Alarm,Building B - Floor 1,Medium,2025-01-29 11:00:22.960462,2025-01-29 10:53:22.960462,2025-01-29 11:39:22.960462,Completed,,3.0,False,40,46.0,3,3,Wednesday,False,7,5
TASK_01930,HVAC Repair,Tech_04,Fire Alarm,Building A - Floor 1,Low,2025-01-22 11:00:22.960462,2025-01-22 10:50:22.960462,,Missed,Late Assignment,,True,107,,10,4,Wednesday,False,8,4
TASK_01931,Plumbing,Tech_04,AC Unit,Lobby,High,2025-01-23 11:00:22.960462,2025-01-23 11:16:22.960462,2025-01-23 13:24:22.960462,Completed,,4.0,False,88,128.0,4,14,Thursday,False,7,15
TASK_01932,Inspection,Tech_02,Generator,Building B - Floor 1,Low,2025-03-18 11:00:22.960462,2025-03-18 11:07:22.960462,,Missed,,,True,45,,4,6,Tuesday,False,2,8
TASK_01933,Inspection,Tech_04,Pump,Building A - Floor 1,Medium,2025-03-08 11:00:22.960462,2025-03-08 10:57:22.960462,,Missed,,,True,135,,3,10,Saturday,True,6,4
TASK_01934,Plumbing,Tech_05,Generator,Lobby,High,2025-03-01 11:00:22.960462,2025-03-01 11:29:22.960462,2025-03-01 13:46:22.960462,Completed,,5.0,False,109,137.0,2,6,Saturday,True,8,5
TASK_01935,Inspection,Tech_05,AC Unit,Warehouse,High,2025-02-03 11:00:22.960462,2025-02-03 11:28:22.960462,,Missed,Access Denied,,True,35,,7,14,Monday,False,9,15
TASK_01936,Electrical,Tech_05,Fire Alarm,Building B - Floor 1,Medium,2025-02-25 11:00:22.960462,,,Scheduled,,,False,123,,4,3,Tuesday,False,1,0
TASK_01937,Cleaning,Tech_02,Light Fixture,Warehouse,Low,2025-01-23 11:00:22.960462,2025-01-23 11:25:22.960462,,Missed,Resource Unavailable,,True,174,,9,12,Thursday,False,7,11
TASK_01938,HVAC Repair,Tech_03,Generator,Warehouse,High,2025-03-09 11:00:22.960462,2025-03-09 11:24:22.960462,,Missed,,,True,70,,3,14,Sunday,True,1,11
TASK_01939,Electrical,Tech_03,Generator,Warehouse,Low,2025-02-12 11:00:22.960462,2025-02-12 11:05:22.960462,,Missed,,,True,53,,5,9,Wednesday,False,5,4
TASK_01940,Electrical,Tech_05,Generator,Warehouse,Medium,2025-02-03 11:00:22.960462,2025-02-03 11:17:22.960462,2025-02-03 12:45:22.960462,Completed,,3.0,False,63,88.0,6,1,Monday,False,1,11
TASK_01941,Electrical,Tech_05,Pump,Building A - Floor 1,High,2025-02-21 11:00:22.960462,2025-02-21 11:11:22.960462,2025-02-21 12:35:22.960462,Completed,,4.0,False,83,84.0,10,10,Friday,False,3,8
TASK_01942,Electrical,Tech_05,Generator,Building A - Floor 1,High,2025-01-25 11:00:22.960462,2025-01-25 11:27:22.960462,2025-01-25 13:47:22.960462,Completed,,5.0,False,128,140.0,3,5,Saturday,True,4,1
TASK_01943,HVAC Repair,Tech_05,AC Unit,Lobby,Medium,2025-02-02 11:00:22.960462,2025-02-02 11:15:22.960462,2025-02-02 12:31:22.960462,Completed,,3.0,False,36,76.0,4,6,Sunday,True,2,5
TASK_01944,Plumbing,Tech_05,Pump,Building A - Floor 1,Medium,2025-02-06 11:00:22.960462,2025-02-06 11:27:22.960462,2025-02-06 12:12:22.960462,Completed,,3.0,False,47,45.0,9,9,Thursday,False,3,12
TASK_01945,Electrical,Tech_05,AC Unit,Building A - Floor 2,Low,2025-03-05 11:00:22.960462,2025-03-05 10:53:22.960462,2025-03-05 12:54:22.960462,Completed,,3.0,False,122,121.0,1,8,Wednesday,False,10,13
TASK_01946,Electrical,Tech_05,AC Unit,Building A - Floor 2,High,2025-03-04 11:00:22.960462,2025-03-04 10:51:22.960462,2025-03-04 12:29:22.960462,Completed,,5.0,False,58,98.0,10,4,Tuesday,False,7,9
TASK_01947,Inspection,Tech_03,Light Fixture,Warehouse,Medium,2025-01-25 11:00:22.960462,,,Scheduled,,,False,133,,3,3,Saturday,True,4,8
TASK_01948,HVAC Repair,Tech_01,Fire Alarm,Warehouse,High,2025-02-05 11:00:22.960462,2025-02-05 11:29:22.960462,2025-02-05 13:47:22.960462,Completed,,4.0,False,110,138.0,8,3,Wednesday,False,8,1
TASK_01949,HVAC Repair,Tech_04,Generator,Lobby,Medium,2025-02-11 11:00:22.960462,2025-02-11 11:03:22.960462,2025-02-11 12:28:22.960462,Completed,,3.0,False,76,85.0,10,2,Tuesday,False,2,7
TASK_01950,HVAC Repair,Tech_05,AC Unit,Building B - Floor 1,Low,2025-03-04 11:00:22.960462,2025-03-04 11:29:22.960462,,Missed,Late Assignment,,True,48,,9,11,Tuesday,False,3,7
TASK_01951,Electrical,Tech_04,Generator,Building A - Floor 1,Low,2025-03-03 11:00:22.960462,2025-03-03 11:08:22.960462,2025-03-03 12:18:22.960462,Completed,,5.0,False,34,70.0,7,2,Monday,False,2,12
TASK_01952,Cleaning,Tech_03,Pump,Lobby,Medium,2025-02-27 11:00:22.960462,2025-02-27 11:21:22.960462,2025-02-27 12:22:22.960462,Completed,,4.0,False,45,61.0,9,7,Thursday,False,9,14
TASK_01953,Plumbing,Tech_03,Generator,Warehouse,Medium,2025-03-02 11:00:22.960462,,,Scheduled,,,False,74,,9,11,Sunday,True,7,0
TASK_01954,Electrical,Tech_04,Generator,Building A - Floor 2,Low,2025-02-05 11:00:22.960462,2025-02-05 11:12:22.960462,2025-02-05 13:23:22.960462,Completed,,3.0,False,138,131.0,8,14,Wednesday,False,3,1
TASK_01955,Plumbing,Tech_04,Light Fixture,Warehouse,High,2025-01-25 11:00:22.960462,2025-01-25 11:23:22.960462,2025-01-25 15:01:22.960462,Completed,,5.0,False,180,218.0,7,9,Saturday,True,4,13
TASK_01956,Electrical,Tech_02,Pump,Warehouse,High,2025-03-08 11:00:22.960462,2025-03-08 10:51:22.960462,2025-03-08 13:00:22.960462,Completed,,4.0,False,99,129.0,9,9,Saturday,True,10,13
TASK_01957,Cleaning,Tech_04,AC Unit,Building A - Floor 2,Low,2025-02-20 11:00:22.960462,2025-02-20 11:15:22.960462,,In Progress,,,False,44,,5,12,Thursday,False,10,11
TASK_01958,Cleaning,Tech_02,Light Fixture,Lobby,High,2025-02-10 11:00:22.960462,2025-02-10 11:15:22.960462,2025-02-10 13:41:22.960462,Completed,,5.0,False,116,146.0,1,3,Monday,False,8,5
TASK_01959,Electrical,Tech_02,AC Unit,Building B - Floor 1,High,2025-02-15 11:00:22.960462,2025-02-15 10:45:22.960462,2025-02-15 13:47:22.960462,Completed,,4.0,False,170,182.0,9,4,Saturday,True,3,11
TASK_01960,Electrical,Tech_05,Light Fixture,Building A - Floor 1,Low,2025-03-17 11:00:22.960462,2025-03-17 10:48:22.960462,2025-03-17 11:46:22.960462,Completed,,4.0,False,63,58.0,1,4,Monday,False,5,14
TASK_01961,Inspection,Tech_02,Generator,Building A - Floor 1,Low,2025-02-18 11:00:22.960462,2025-02-18 11:15:22.960462,2025-02-18 13:13:22.960462,Completed,,4.0,False,114,118.0,3,3,Tuesday,False,5,6
TASK_01962,Inspection,Tech_05,Light Fixture,Building A - Floor 1,Medium,2025-02-08 11:00:22.960462,2025-02-08 11:13:22.960462,2025-02-08 14:16:22.960462,Completed,,4.0,False,180,183.0,3,6,Saturday,True,6,8
TASK_01963,HVAC Repair,Tech_02,Fire Alarm,Warehouse,High,2025-03-13 11:00:22.960462,2025-03-13 11:28:22.960462,2025-03-13 13:39:22.960462,Completed,,4.0,False,107,131.0,5,13,Thursday,False,1,14
TASK_01964,Plumbing,Tech_02,Fire Alarm,Warehouse,Medium,2025-02-02 11:00:22.960462,2025-02-02 11:01:22.960462,2025-02-02 12:56:22.960462,Completed,,4.0,False,104,115.0,5,11,Sunday,True,4,8
TASK_01965,Plumbing,Tech_03,AC Unit,Building A - Floor 2,Medium,2025-03-06 11:00:22.960462,,,Scheduled,,,False,124,,4,15,Thursday,False,9,10
TASK_01966,Cleaning,Tech_02,Light Fixture,Building A - Floor 2,Medium,2025-03-13 11:00:22.960462,2025-03-13 11:16:22.960462,,Missed,,,True,40,,6,9,Thursday,False,0,13
TASK_01967,Plumbing,Tech_02,Generator,Building A - Floor 2,Medium,2025-02-28 11:00:22.960462,2025-02-28 11:13:22.960462,,Missed,Access Denied,,True,37,,7,7,Friday,False,2,4
TASK_01968,Inspection,Tech_03,Pump,Building A - Floor 1,Medium,2025-03-16 11:00:22.960462,2025-03-16 11:20:22.960462,2025-03-16 12:41:22.960462,Completed,,5.0,False,42,81.0,1,3,Sunday,True,8,10
TASK_01969,Inspection,Tech_01,Fire Alarm,Warehouse,Medium,2025-02-24 11:00:22.960462,2025-02-24 11:07:22.960462,2025-02-24 14:10:22.960462,Completed,,3.0,False,150,183.0,6,5,Monday,False,6,4
TASK_01970,Cleaning,Tech_01,Fire Alarm,Building A - Floor 1,Medium,2025-02-07 11:00:22.960462,2025-02-07 11:14:22.960462,,Missed,,,True,43,,1,3,Friday,False,10,1
TASK_01971,Plumbing,Tech_04,Fire Alarm,Building A - Floor 2,High,2025-01-21 11:00:22.960462,2025-01-21 10:54:22.960462,2025-01-21 11:51:22.960462,Completed,,3.0,False,57,57.0,8,3,Tuesday,False,9,8
TASK_01972,Electrical,Tech_02,Generator,Building A - Floor 1,High,2025-03-07 11:00:22.960462,2025-03-07 11:08:22.960462,2025-03-07 13:03:22.960462,Completed,,5.0,False,93,115.0,2,6,Friday,False,5,4
TASK_01973,Cleaning,Tech_04,Generator,Building A - Floor 1,Low,2025-03-06 11:00:22.960462,2025-03-06 11:18:22.960462,2025-03-06 13:03:22.960462,Completed,,4.0,False,93,105.0,10,15,Thursday,False,0,8
TASK_01974,HVAC Repair,Tech_01,Light Fixture,Lobby,Medium,2025-02-22 11:00:22.960462,2025-02-22 10:50:22.960462,,Missed,,,True,81,,5,5,Saturday,True,2,12
TASK_01975,Electrical,Tech_05,Pump,Building A - Floor 1,Low,2025-02-14 11:00:22.960462,,,Scheduled,,,False,171,,7,10,Friday,False,2,4
TASK_01976,Inspection,Tech_02,Light Fixture,Lobby,Low,2025-01-31 11:00:22.960462,2025-01-31 11:15:22.960462,2025-01-31 12:04:22.960462,Completed,,3.0,False,53,49.0,9,8,Friday,False,2,8
TASK_01977,HVAC Repair,Tech_04,Pump,Building A - Floor 2,High,2025-03-01 11:00:22.960462,2025-03-01 10:46:22.960462,,In Progress,,,False,69,,1,2,Saturday,True,9,4
TASK_01978,Plumbing,Tech_02,Light Fixture,Building A - Floor 1,Medium,2025-02-27 11:00:22.960462,2025-02-27 11:22:22.960462,,Missed,Late Assignment,,True,118,,3,9,Thursday,False,6,2
TASK_01979,Electrical,Tech_05,Fire Alarm,Building A - Floor 2,Medium,2025-03-09 11:00:22.960462,2025-03-09 10:58:22.960462,2025-03-09 13:46:22.960462,Completed,,5.0,False,152,168.0,8,3,Sunday,True,0,13
TASK_01980,Cleaning,Tech_05,Pump,Building A - Floor 2,Low,2025-03-11 11:00:22.960462,2025-03-11 10:50:22.960462,2025-03-11 12:08:22.960462,Completed,,3.0,False,80,78.0,8,10,Tuesday,False,0,3
TASK_01981,HVAC Repair,Tech_02,AC Unit,Building A - Floor 2,High,2025-03-08 11:00:22.960462,2025-03-08 10:50:22.960462,2025-03-08 12:58:22.960462,Completed,,4.0,False,95,128.0,5,13,Saturday,True,3,9
TASK_01982,HVAC Repair,Tech_02,Generator,Building A - Floor 1,Medium,2025-02-24 11:00:22.960462,2025-02-24 11:21:22.960462,2025-02-24 12:27:22.960462,Completed,,4.0,False,64,66.0,7,1,Monday,False,9,4
TASK_01983,Plumbing,Tech_04,Fire Alarm,Building B - Floor 1,High,2025-02-22 11:00:22.960462,2025-02-22 11:16:22.960462,2025-02-22 11:38:22.960462,Completed,,5.0,False,32,22.0,9,9,Saturday,True,9,0
TASK_01984,Cleaning,Tech_02,Pump,Warehouse,High,2025-03-07 11:00:22.960462,2025-03-07 11:09:22.960462,,Missed,Weather Delay,,True,49,,7,13,Friday,False,9,9
TASK_01985,Electrical,Tech_04,Generator,Building A - Floor 1,Medium,2025-03-04 11:00:22.960462,2025-03-04 11:28:22.960462,2025-03-04 12:40:22.960462,Completed,,4.0,False,56,72.0,4,12,Tuesday,False,3,0
TASK_01986,Cleaning,Tech_01,Fire Alarm,Building B - Floor 1,Medium,2025-03-10 11:00:22.960462,2025-03-10 10:48:22.960462,2025-03-10 13:36:22.960462,Completed,,3.0,False,135,168.0,5,6,Monday,False,5,12
TASK_01987,HVAC Repair,Tech_03,Light Fixture,Building A - Floor 2,High,2025-02-20 11:00:22.960462,2025-02-20 10:57:22.960462,2025-02-20 11:37:22.960462,Completed,,5.0,False,32,40.0,7,6,Thursday,False,6,10
TASK_01988,Electrical,Tech_02,Fire Alarm,Lobby,Medium,2025-03-09 11:00:22.960462,2025-03-09 11:00:22.960462,,Missed,Resource Unavailable,,True,67,,10,7,Sunday,True,3,7
TASK_01989,Electrical,Tech_05,Generator,Building A - Floor 1,Medium,2025-02-11 11:00:22.960462,2025-02-11 11:30:22.960462,,Missed,,,True,167,,10,2,Tuesday,False,0,12
TASK_01990,Inspection,Tech_05,Light Fixture,Warehouse,Medium,2025-02-06 11:00:22.960462,,,Scheduled,,,False,102,,8,3,Thursday,False,2,1
TASK_01991,Plumbing,Tech_04,AC Unit,Warehouse,High,2025-03-16 11:00:22.960462,2025-03-16 11:16:22.960462,,Missed,Weather Delay,,True,172,,6,2,Sunday,True,9,8
TASK_01992,Cleaning,Tech_05,Pump,Lobby,Low,2025-02-07 11:00:22.960462,2025-02-07 11:13:22.960462,2025-02-07 12:48:22.960462,Completed,,4.0,False,57,95.0,5,12,Friday,False,8,1
TASK_01993,Cleaning,Tech_03,Generator,Building A - Floor 1,High,2025-03-21 11:00:22.960462,2025-03-21 10:49:22.960462,2025-03-21 13:26:22.960462,Completed,,4.0,False,138,157.0,10,15,Friday,False,2,4
TASK_01994,Plumbing,Tech_02,Fire Alarm,Lobby,High,2025-02-19 11:00:22.960462,2025-02-19 10:46:22.960462,2025-02-19 13:35:22.960462,Completed,,4.0,False,151,169.0,2,1,Wednesday,False,1,8
TASK_01995,Plumbing,Tech_01,Pump,Warehouse,High,2025-02-19 11:00:22.960462,2025-02-19 11:13:22.960462,2025-02-19 12:46:22.960462,Completed,,5.0,False,101,93.0,1,2,Wednesday,False,5,9
TASK_01996,Cleaning,Tech_05,Pump,Building A - Floor 1,Medium,2025-02-12 11:00:22.960462,2025-02-12 10:48:22.960462,2025-02-12 12:42:22.960462,Completed,,4.0,False,114,114.0,1,10,Wednesday,False,4,0
TASK_01997,Inspection,Tech_04,Fire Alarm,Building B - Floor 1,Medium,2025-01-24 11:00:22.960462,2025-01-24 10:54:22.960462,2025-01-24 12:05:22.960462,Completed,,5.0,False,66,71.0,1,3,Friday,False,4,8
TASK_01998,Inspection,Tech_05,AC Unit,Building A - Floor 1,High,2025-03-08 11:00:22.960462,2025-03-08 10:52:22.960462,,Missed,Resource Unavailable,,True,62,,2,7,Saturday,True,8,7
TASK_01999,Plumbing,Tech_01,Generator,Building A - Floor 2,High,2025-01-29 11:00:22.960462,2025-01-29 11:07:22.960462,,In Progress,,,False,92,,9,6,Wednesday,False,7,8
TASK_02000,Inspection,Tech_02,AC Unit,Lobby,Low,2025-02-17 11:00:22.960462,2025-02-17 10:51:22.960462,2025-02-17 13:18:22.960462,Completed,,4.0,False,142,147.0,7,12,Monday,False,6,7
TASK_02001,HVAC Repair,Tech_04,Fire Alarm,Lobby,Low,2025-03-09 11:00:22.960462,2025-03-09 10:46:22.960462,2025-03-09 14:08:22.960462,Completed,,3.0,False,178,202.0,9,7,Sunday,True,2,14
TASK_02002,Inspection,Tech_03,Pump,Building A - Floor 2,Medium,2025-02-09 11:00:22.960462,2025-02-09 11:15:22.960462,2025-02-09 13:30:22.960462,Completed,,5.0,False,101,135.0,1,3,Sunday,True,6,2
TASK_02003,HVAC Repair,Tech_02,AC Unit,Warehouse,High,2025-02-06 11:00:22.960462,2025-02-06 11:29:22.960462,,In Progress,,,False,82,,8,3,Thursday,False,3,5
TASK_02004,Plumbing,Tech_04,AC Unit,Building A - Floor 1,Low,2025-03-01 11:00:22.960462,2025-03-01 10:50:22.960462,,Missed,Resource Unavailable,,True,62,,5,9,Saturday,True,8,7
TASK_02005,Cleaning,Tech_01,Fire Alarm,Warehouse,Medium,2025-01-27 11:00:22.960462,2025-01-27 10:52:22.960462,,Missed,Weather Delay,,True,48,,10,12,Monday,False,9,8
TASK_02006,Inspection,Tech_05,Fire Alarm,Building A - Floor 1,Low,2025-02-11 11:00:22.960462,2025-02-11 11:23:22.960462,2025-02-11 14:21:22.960462,Completed,,4.0,False,180,178.0,1,15,Tuesday,False,7,15
TASK_02007,HVAC Repair,Tech_05,Pump,Building A - Floor 2,Medium,2025-02-26 11:00:22.960462,2025-02-26 11:05:22.960462,2025-02-26 12:13:22.960462,Completed,,5.0,False,71,68.0,9,2,Wednesday,False,9,8
TASK_02008,Inspection,Tech_01,Generator,Warehouse,Low,2025-03-15 11:00:22.960462,2025-03-15 10:55:22.960462,,In Progress,,,False,98,,6,12,Saturday,True,7,10
TASK_02009,Cleaning,Tech_03,AC Unit,Building A - Floor 2,High,2025-01-25 11:00:22.960462,2025-01-25 10:56:22.960462,2025-01-25 12:33:22.960462,Completed,,4.0,False,86,97.0,3,7,Saturday,True,0,14
TASK_02010,Plumbing,Tech_01,Generator,Building B - Floor 1,High,2025-01-21 11:00:22.960462,,,Scheduled,,,False,119,,8,6,Tuesday,False,7,3
TASK_02011,Inspection,Tech_01,AC Unit,Warehouse,Low,2025-01-26 11:00:22.960462,,,Scheduled,,,False,139,,10,14,Sunday,True,8,8
TASK_02012,Inspection,Tech_05,AC Unit,Lobby,Low,2025-03-09 11:00:22.960462,,,Scheduled,,,False,148,,8,4,Sunday,True,3,3
TASK_02013,Cleaning,Tech_05,Fire Alarm,Building A - Floor 2,Low,2025-03-18 11:00:22.960462,2025-03-18 10:53:22.960462,2025-03-18 14:19:22.960462,Completed,,5.0,False,167,206.0,9,15,Tuesday,False,6,15
TASK_02014,Electrical,Tech_04,Fire Alarm,Building A - Floor 1,Low,2025-02-26 11:00:22.960462,2025-02-26 10:51:22.960462,,In Progress,,,False,159,,4,9,Wednesday,False,1,2
TASK_02015,Electrical,Tech_04,AC Unit,Warehouse,Low,2025-03-20 11:00:22.960462,2025-03-20 11:21:22.960462,,Missed,,,True,116,,1,4,Thursday,False,4,5
TASK_02016,HVAC Repair,Tech_05,Light Fixture,Building A - Floor 2,Medium,2025-01-28 11:00:22.960462,2025-01-28 11:08:22.960462,,Missed,Weather Delay,,True,50,,9,7,Tuesday,False,0,6
TASK_02017,Electrical,Tech_04,Light Fixture,Building B - Floor 1,High,2025-03-07 11:00:22.960462,,,Scheduled,,,False,93,,1,8,Friday,False,3,14
TASK_02018,Inspection,Tech_01,AC Unit,Building A - Floor 1,High,2025-03-08 11:00:22.960462,2025-03-08 10:54:22.960462,2025-03-08 12:02:22.960462,Completed,,3.0,False,34,68.0,7,15,Saturday,True,6,3
TASK_02019,Electrical,Tech_05,Generator,Building A - Floor 1,Medium,2025-02-01 11:00:22.960462,2025-02-01 10:48:22.960462,,Missed,Access Denied,,True,177,,4,15,Saturday,True,8,14
TASK_02020,Electrical,Tech_05,Pump,Building A - Floor 1,Medium,2025-03-03 11:00:22.960462,2025-03-03 11:01:22.960462,2025-03-03 13:35:22.960462,Completed,,5.0,False,153,154.0,8,8,Monday,False,5,13
TASK_02021,HVAC Repair,Tech_04,Light Fixture,Warehouse,Medium,2025-02-28 11:00:22.960462,2025-02-28 11:18:22.960462,2025-02-28 14:19:22.960462,Completed,,3.0,False,166,181.0,9,13,Friday,False,5,15
TASK_02022,Inspection,Tech_05,Light Fixture,Lobby,Low,2025-02-10 11:00:22.960462,2025-02-10 11:30:22.960462,,In Progress,,,False,175,,5,15,Monday,False,2,3
TASK_02023,Plumbing,Tech_04,Light Fixture,Building A - Floor 2,Low,2025-02-21 11:00:22.960462,2025-02-21 11:15:22.960462,2025-02-21 12:51:22.960462,Completed,,5.0,False,75,96.0,7,4,Friday,False,7,8
TASK_02024,Electrical,Tech_03,AC Unit,Building A - Floor 1,High,2025-03-06 11:00:22.960462,2025-03-06 11:07:22.960462,2025-03-06 13:21:22.960462,Completed,,3.0,False,98,134.0,1,6,Thursday,False,7,8
TASK_02025,Electrical,Tech_02,AC Unit,Lobby,High,2025-02-07 11:00:22.960462,2025-02-07 11:10:22.960462,2025-02-07 13:40:22.960462,Completed,,5.0,False,143,150.0,10,14,Friday,False,3,1
TASK_02026,Electrical,Tech_03,Light Fixture,Building A - Floor 1,Medium,2025-01-24 11:00:22.960462,2025-01-24 10:48:22.960462,2025-01-24 14:02:22.960462,Completed,,5.0,False,179,194.0,2,2,Friday,False,9,5
TASK_02027,Electrical,Tech_01,Generator,Warehouse,Medium,2025-02-12 11:00:22.960462,2025-02-12 10:58:22.960462,2025-02-12 13:26:22.960462,Completed,,3.0,False,119,148.0,2,12,Wednesday,False,9,12
TASK_02028,HVAC Repair,Tech_02,Light Fixture,Warehouse,High,2025-02-05 11:00:22.960462,2025-02-05 10:48:22.960462,2025-02-05 13:19:22.960462,Completed,,3.0,False,111,151.0,9,11,Wednesday,False,2,9
TASK_02029,Plumbing,Tech_01,Generator,Warehouse,High,2025-02-21 11:00:22.960462,2025-02-21 11:28:22.960462,,In Progress,,,False,148,,5,13,Friday,False,0,14
TASK_02030,Plumbing,Tech_05,Generator,Warehouse,High,2025-02-04 11:00:22.960462,2025-02-04 11:09:22.960462,2025-02-04 13:34:22.960462,Completed,,5.0,False,137,145.0,10,5,Tuesday,False,7,10
TASK_02031,Plumbing,Tech_03,Fire Alarm,Building B - Floor 1,Low,2025-02-05 11:00:22.960462,2025-02-05 11:25:22.960462,2025-02-05 14:30:22.960462,Completed,,5.0,False,179,185.0,5,1,Wednesday,False,6,15
TASK_02032,HVAC Repair,Tech_03,AC Unit,Building A - Floor 2,Medium,2025-02-06 11:00:22.960462,2025-02-06 11:12:22.960462,,Missed,Resource Unavailable,,True,62,,10,12,Thursday,False,1,3
TASK_02033,HVAC Repair,Tech_02,Pump,Building A - Floor 1,Low,2025-02-06 11:00:22.960462,2025-02-06 11:24:22.960462,,Missed,Access Denied,,True,169,,8,5,Thursday,False,5,10
TASK_02034,HVAC Repair,Tech_04,Fire Alarm,Building B - Floor 1,High,2025-03-12 11:00:22.960462,,,Scheduled,,,False,87,,2,14,Wednesday,False,4,5
TASK_02035,Cleaning,Tech_05,Fire Alarm,Lobby,Low,2025-03-20 11:00:22.960462,2025-03-20 11:25:22.960462,2025-03-20 13:34:22.960462,Completed,,4.0,False,104,129.0,2,1,Thursday,False,1,9
TASK_02036,Electrical,Tech_04,Pump,Lobby,High,2025-03-21 11:00:22.960462,2025-03-21 11:00:22.960462,2025-03-21 13:19:22.960462,Completed,,5.0,False,109,139.0,2,15,Friday,False,1,2
TASK_02037,Inspection,Tech_03,Light Fixture,Building A - Floor 2,Medium,2025-01-31 11:00:22.960462,,,Scheduled,,,False,137,,5,11,Friday,False,7,0
TASK_02038,HVAC Repair,Tech_02,Pump,Building B - Floor 1,High,2025-02-20 11:00:22.960462,,,Scheduled,,,False,174,,10,5,Thursday,False,1,2
TASK_02039,Inspection,Tech_04,Light Fixture,Building A - Floor 1,Low,2025-03-04 11:00:22.960462,,,Scheduled,,,False,113,,2,15,Tuesday,False,6,5
TASK_02040,Cleaning,Tech_05,Light Fixture,Building A - Floor 2,Low,2025-01-25 11:00:22.960462,2025-01-25 11:08:22.960462,,Missed,Weather Delay,,True,179,,6,15,Saturday,True,7,13
TASK_02041,HVAC Repair,Tech_02,Light Fixture,Warehouse,Low,2025-02-23 11:00:22.960462,2025-02-23 11:15:22.960462,2025-02-23 13:37:22.960462,Completed,,3.0,False,121,142.0,3,14,Sunday,True,1,4
TASK_02042,Cleaning,Tech_02,AC Unit,Building A - Floor 2,High,2025-03-05 11:00:22.960462,2025-03-05 11:17:22.960462,2025-03-05 13:22:22.960462,Completed,,4.0,False,118,125.0,2,7,Wednesday,False,6,6
TASK_02043,Inspection,Tech_02,Fire Alarm,Building B - Floor 1,High,2025-02-03 11:00:22.960462,2025-02-03 11:13:22.960462,2025-02-03 12:09:22.960462,Completed,,3.0,False,43,56.0,4,10,Monday,False,5,13
TASK_02044,Plumbing,Tech_05,Light Fixture,Building B - Floor 1,Medium,2025-01-31 11:00:22.960462,2025-01-31 11:22:22.960462,2025-01-31 14:41:22.960462,Completed,,4.0,False,172,199.0,7,10,Friday,False,9,7
TASK_02045,HVAC Repair,Tech_03,Pump,Building A - Floor 2,Low,2025-03-14 11:00:22.960462,2025-03-14 10:58:22.960462,2025-03-14 11:55:22.960462,Completed,,4.0,False,38,57.0,10,9,Friday,False,10,8
TASK_02046,Cleaning,Tech_04,Generator,Building B - Floor 1,Medium,2025-03-05 11:00:22.960462,2025-03-05 11:07:22.960462,,Missed,Weather Delay,,True,57,,8,1,Wednesday,False,9,15
